ripple_time,subject,session,list,word,category,semantic_clustering_key,recall_position,serialpos,mstime
-1806,R1015J,0,1,COBBLER,Desserts,D,1,10,1421615459993.0
1214,R1015J,0,1,COBBLER,Desserts,D,1,10,1421615459993.0
886,R1015J,0,1,STRAWBERRY,Fruit,Z,2,3,1421615464536.0
-1716,R1015J,0,2,RECLINER,Furniture,Z,1,1,1421615568612.0
-992,R1015J,0,2,RECLINER,Furniture,Z,1,1,1421615568612.0
682,R1015J,0,2,RECLINER,Furniture,Z,1,1,1421615568612.0
-1328,R1015J,0,3,HEN,FarmAnimals,D,1,1,1421615676493.0
1850,R1015J,0,3,HEN,FarmAnimals,D,1,1,1421615676493.0
-292,R1015J,0,3,SPATULA,KitchenTools,I,2,4,1421615678635.0
1566,R1015J,0,5,CROW,Birds,D,1,9,1421616026426.0
-560,R1015J,0,7,PLUM,Fruit,Z,1,2,1421616230653.0
1748,R1015J,0,7,PLUM,Fruit,Z,1,2,1421616230653.0
-490,R1015J,0,8,PANTS,Clothing,Z,1,1,1421616334356.0
1424,R1015J,0,9,COLANDER,KitchenTools,D,1,6,1421616432455.0
-1380,R1015J,0,9,GNAT,Insects,A,2,2,1421616435259.0
-958,R1015J,0,1,COBBLER,Desserts,D,1,10,1421615459993.0
-840,R1015J,0,1,COBBLER,Desserts,D,1,10,1421615459993.0
-958,R1015J,0,1,STRAWBERRY,Fruit,Z,2,3,1421615464536.0
1920,R1015J,0,1,STRAWBERRY,Fruit,Z,2,3,1421615464536.0
528,R1015J,0,2,RECLINER,Furniture,Z,1,1,1421615568612.0
-744,R1015J,0,3,HEN,FarmAnimals,D,1,1,1421615676493.0
-554,R1015J,0,3,HEN,FarmAnimals,D,1,1,1421615676493.0
1332,R1015J,0,3,HEN,FarmAnimals,D,1,1,1421615676493.0
1876,R1015J,0,3,HEN,FarmAnimals,D,1,1,1421615676493.0
1984,R1015J,0,3,HEN,FarmAnimals,D,1,1,1421615676493.0
-810,R1015J,0,3,SPATULA,KitchenTools,I,2,4,1421615678635.0
-266,R1015J,0,3,SPATULA,KitchenTools,I,2,4,1421615678635.0
-158,R1015J,0,3,SPATULA,KitchenTools,I,2,4,1421615678635.0
70,R1015J,0,3,SPATULA,KitchenTools,I,2,4,1421615678635.0
-1940,R1015J,0,5,CROW,Birds,D,1,9,1421616026426.0
-914,R1015J,0,5,CROW,Birds,D,1,9,1421616026426.0
-832,R1015J,0,5,CROW,Birds,D,1,9,1421616026426.0
-1008,R1015J,0,6,SNOW,Weather,D,1,8,1421616130848.0
-190,R1015J,0,6,SNOW,Weather,D,1,8,1421616130848.0
-80,R1015J,0,6,SNOW,Weather,D,1,8,1421616130848.0
-1216,R1015J,0,7,PLUM,Fruit,Z,1,2,1421616230653.0
-816,R1015J,0,7,PLUM,Fruit,Z,1,2,1421616230653.0
-504,R1015J,0,8,PANTS,Clothing,Z,1,1,1421616334356.0
1678,R1015J,0,9,COLANDER,KitchenTools,D,1,6,1421616432455.0
-1126,R1015J,0,9,GNAT,Insects,A,2,2,1421616435259.0
-544,R1015J,0,1,COBBLER,Desserts,D,1,10,1421615459993.0
-2000,R1015J,0,1,STRAWBERRY,Fruit,Z,2,3,1421615464536.0
-1104,R1015J,0,1,STRAWBERRY,Fruit,Z,2,3,1421615464536.0
1800,R1015J,0,3,HEN,FarmAnimals,D,1,1,1421615676493.0
-342,R1015J,0,3,SPATULA,KitchenTools,I,2,4,1421615678635.0
-1900,R1015J,0,7,PLUM,Fruit,Z,1,2,1421616230653.0
8,R1015J,0,8,PANTS,Clothing,Z,1,1,1421616334356.0
128,R1015J,0,8,PANTS,Clothing,Z,1,1,1421616334356.0
-338,R1015J,0,9,COLANDER,KitchenTools,D,1,6,1421616432455.0
958,R1015J,0,9,GNAT,Insects,A,2,2,1421616435259.0
1236,R1015J,0,9,GNAT,Insects,A,2,2,1421616435259.0
-870,R1015J,0,1,COBBLER,Desserts,D,1,10,1421615459993.0
-486,R1015J,0,1,COBBLER,Desserts,D,1,10,1421615459993.0
-1130,R1015J,0,3,HEN,FarmAnimals,D,1,1,1421615676493.0
1250,R1015J,0,3,SPATULA,KitchenTools,I,2,4,1421615678635.0
1802,R1015J,0,5,CROW,Birds,D,1,9,1421616026426.0
-1354,R1015J,0,6,SNOW,Weather,D,1,8,1421616130848.0
-892,R1015J,0,6,SNOW,Weather,D,1,8,1421616130848.0
132,R1015J,0,6,SNOW,Weather,D,1,8,1421616130848.0
-486,R1015J,0,9,COLANDER,KitchenTools,D,1,6,1421616432455.0
768,R1015J,0,9,COLANDER,KitchenTools,D,1,6,1421616432455.0
758,R1015J,0,9,GNAT,Insects,A,2,2,1421616435259.0
-1776,R1065J,0,1,SHIRT,Clothing,A,1,1,1438698751971.0
-1562,R1065J,0,1,SHIRT,Clothing,A,1,1,1438698751971.0
-774,R1065J,0,1,SHIRT,Clothing,A,1,1,1438698751971.0
-344,R1065J,0,1,PANTS,Clothing,D,6,7,1438698770035.0
1254,R1065J,0,1,PANTS,Clothing,D,6,7,1438698770035.0
988,R1065J,0,2,COAT,Clothing,D,2,4,1438698855885.0
-340,R1065J,0,2,PETUNIA,Flowers,A,3,9,1438698865246.0
1614,R1065J,0,2,PETUNIA,Flowers,A,3,9,1438698865246.0
-884,R1065J,0,2,BANJO,Instruments,Z,4,8,1438698877283.0
-278,R1065J,0,2,BANJO,Instruments,Z,4,8,1438698877283.0
80,R1065J,0,3,STOVE,Appliances,C,1,11,1438698948528.0
1872,R1065J,0,3,STOVE,Appliances,C,1,11,1438698948528.0
-1252,R1065J,0,3,IRON,Appliances,D,2,6,1438698951652.0
-826,R1065J,0,3,IRON,Appliances,D,2,6,1438698951652.0
-930,R1065J,0,3,TOE,BodyParts,C,3,2,1438698957917.0
-796,R1065J,0,3,EAR,BodyParts,D,4,1,1438698964172.0
1296,R1065J,0,3,EAR,BodyParts,D,4,1,1438698964172.0
1050,R1065J,0,4,CHIMPANZEE,Zoo,C,1,1,1438699045953.0
-1116,R1065J,0,4,MONKEY,Zoo,C,2,10,1438699048119.0
1008,R1065J,0,4,GIRAFFE,Zoo,B,3,2,1438699051058.0
1696,R1065J,0,4,GIRAFFE,Zoo,B,3,2,1438699051058.0
-1968,R1065J,0,4,SUNFLOWER,Flowers,C,4,3,1438699054723.0
410,R1065J,0,4,SUNFLOWER,Flowers,C,4,3,1438699054723.0
-1120,R1065J,0,4,JUICE,Beverages,Z,5,5,1438699074178.0
-276,R1065J,0,4,JUICE,Beverages,Z,5,5,1438699074178.0
-122,R1065J,0,4,JUICE,Beverages,Z,5,5,1438699074178.0
688,R1065J,0,4,JUICE,Beverages,Z,5,5,1438699074178.0
288,R1065J,0,5,NIGHTSTAND,Furniture,A,1,5,1438699142636.0
140,R1065J,0,5,FOUNDATION,Building,D,2,8,1438699150453.0
-1610,R1065J,0,5,PIGEON,Birds,C,3,1,1438699156304.0
-342,R1065J,0,5,DRESSER,Furniture,Z,5,11,1438699169018.0
260,R1065J,0,5,DRESSER,Furniture,Z,5,11,1438699169018.0
-1484,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
-1142,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
1734,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
-156,R1065J,0,6,LEVEL,Tools,C,3,6,1438699250699.0
6,R1065J,0,7,MARKER,OfficeSupplies,C,1,12,1438699335369.0
-748,R1065J,0,7,DOLL,Toys,C,3,10,1438699344809.0
-316,R1065J,0,7,DOLL,Toys,C,3,10,1438699344809.0
-234,R1065J,0,7,DOLL,Toys,C,3,10,1438699344809.0
1158,R1065J,0,7,PUZZLE,Toys,Z,4,1,1438699348429.0
1820,R1065J,0,7,PUZZLE,Toys,Z,4,1,1438699348429.0
-298,R1065J,0,8,PUDDING,Desserts,D,2,11,1438699438754.0
-34,R1065J,0,8,BASS,Instruments,C,3,4,1438699442388.0
12,R1065J,0,8,BASS,Instruments,C,3,4,1438699442388.0
214,R1065J,0,8,BASS,Instruments,C,3,4,1438699442388.0
176,R1065J,0,9,FORK,KitchenTools,A,1,12,1438699531064.0
1928,R1065J,0,9,SCREWDRIVER,Tools,D,4,3,1438699543351.0
-1334,R1065J,0,9,CORKSCREW,KitchenTools,Z,5,5,1438699546613.0
720,R1065J,0,10,SPRUCE,Trees,C,1,12,1438699628146.0
292,R1065J,0,10,JEEP,Vehicles,C,2,3,1438699633756.0
878,R1065J,0,10,JEEP,Vehicles,C,2,3,1438699633756.0
1268,R1065J,0,10,JEEP,Vehicles,C,2,3,1438699633756.0
-1944,R1065J,0,10,BUS,Vehicles,C,3,8,1438699635992.0
-1358,R1065J,0,10,BUS,Vehicles,C,3,8,1438699635992.0
-968,R1065J,0,10,BUS,Vehicles,C,3,8,1438699635992.0
-920,R1065J,0,10,TRUCK,Vehicles,D,4,4,1438699638961.0
1088,R1065J,0,11,DESK,Furniture,Z,5,6,1438699745333.0
656,R1065J,0,12,ROACH,Insects,D,3,1,1438699836271.0
1162,R1065J,0,13,ROOF,Building,A,1,2,1438699918934.0
-522,R1065J,0,13,FUDGE,Desserts,C,3,8,1438699930332.0
100,R1065J,0,13,COOKIE,Desserts,A,4,3,1438699932418.0
-1936,R1065J,0,14,COFFEE,Beverages,C,1,6,1438700017318.0
-1506,R1065J,0,15,HEADPHONES,Electronics,C,1,1,1438700115263.0
1144,R1065J,0,15,HEADPHONES,Electronics,C,1,1,1438700115263.0
1040,R1065J,0,15,REFRIGERATOR,Appliances,C,2,4,1438700120915.0
-1798,R1065J,0,15,DRYER,Appliances,Z,3,12,1438700123754.0
980,R1065J,0,16,BIRCH,Trees,C,1,2,1438700212602.0
-428,R1065J,0,16,HAND,BodyParts,C,2,12,1438700218393.0
1676,R1065J,0,16,HAND,BodyParts,C,2,12,1438700218393.0
-326,R1065J,0,16,EYE,BodyParts,C,3,6,1438700220395.0
442,R1065J,0,16,FINCH,Birds,C,4,7,1438700224403.0
1652,R1065J,0,16,FINCH,Birds,C,4,7,1438700224403.0
-1804,R1065J,0,16,BLUEBIRD,Birds,A,5,3,1438700226649.0
-594,R1065J,0,16,BLUEBIRD,Birds,A,5,3,1438700226649.0
-150,R1065J,0,16,BLUEBIRD,Birds,A,5,3,1438700226649.0
-38,R1065J,0,17,HUMIDITY,Weather,C,1,12,1438700308414.0
-1042,R1065J,0,19,HAMMER,Tools,D,4,11,1438700517975.0
-872,R1065J,0,19,HAMMER,Tools,D,4,11,1438700517975.0
-1428,R1065J,0,19,SHEEP,FarmAnimals,Z,5,1,1438700523673.0
-394,R1065J,0,19,SHEEP,FarmAnimals,Z,5,1,1438700523673.0
1508,R1065J,0,20,COMPUTER,Electronics,C,2,3,1438700607283.0
-850,R1065J,0,20,RADIO,Electronics,A,3,7,1438700609641.0
-12,R1065J,0,20,RADIO,Electronics,A,3,7,1438700609641.0
526,R1065J,0,21,BARBIE,Toys,C,3,3,1438700708102.0
1312,R1065J,0,21,FRISBEE,Toys,Z,4,11,1438700710825.0
-168,R1065J,0,22,JELLYFISH,OceanAnimals,C,1,10,1438700796088.0
1842,R1065J,0,23,DRESS,Clothing,C,1,10,1438700892309.0
1826,R1065J,0,23,WHALE,OceanAnimals,C,2,7,1438700897697.0
-468,R1065J,0,23,PLANKTON,OceanAnimals,D,3,1,1438700899992.0
-196,R1065J,0,23,PLANKTON,OceanAnimals,D,3,1,1438700899992.0
-500,R1065J,0,23,PANDA,Zoo,A,4,4,1438700902894.0
916,R1065J,0,23,PANDA,Zoo,A,4,4,1438700902894.0
-1276,R1065J,0,23,CHEETAH,Zoo,Z,5,3,1438700905086.0
-72,R1065J,0,23,CHEETAH,Zoo,Z,5,3,1438700905086.0
1908,R1065J,0,23,CHEETAH,Zoo,Z,5,3,1438700905086.0
-976,R1065J,0,24,BROCCOLI,Vegetables,C,3,6,1438700994508.0
-58,R1065J,0,24,CORN,Vegetables,A,4,9,1438700996858.0
-850,R1065J,0,25,MICROWAVE,Electronics,A,3,5,1438701097332.0
-234,R1065J,0,25,MICROWAVE,Electronics,A,3,5,1438701097332.0
402,R1065J,0,1,SHIRT,Clothing,A,1,1,1438698751971.0
1302,R1065J,0,1,SHIRT,Clothing,A,1,1,1438698751971.0
1618,R1065J,0,1,SHIRT,Clothing,A,1,1,1438698751971.0
-434,R1065J,0,1,TABLE,Furniture,C,3,3,1438698759141.0
-174,R1065J,0,1,TABLE,Furniture,C,3,3,1438698759141.0
870,R1065J,0,1,BED,Furniture,D,5,12,1438698765136.0
1114,R1065J,0,1,BED,Furniture,D,5,12,1438698765136.0
1944,R1065J,0,1,BED,Furniture,D,5,12,1438698765136.0
-572,R1065J,0,1,PANTS,Clothing,D,6,7,1438698770035.0
338,R1065J,0,1,PANTS,Clothing,D,6,7,1438698770035.0
1612,R1065J,0,1,PANTS,Clothing,D,6,7,1438698770035.0
-1658,R1065J,0,1,LIGHTNING,Weather,A,7,10,1438698774673.0
-1244,R1065J,0,1,LIGHTNING,Weather,A,7,10,1438698774673.0
-706,R1065J,0,1,LIGHTNING,Weather,A,7,10,1438698774673.0
-432,R1065J,0,1,LIGHTNING,Weather,A,7,10,1438698774673.0
500,R1065J,0,1,LIGHTNING,Weather,A,7,10,1438698774673.0
-900,R1065J,0,2,SHOES,Clothing,A,1,3,1438698852181.0
-834,R1065J,0,2,SHOES,Clothing,A,1,3,1438698852181.0
1214,R1065J,0,2,COAT,Clothing,D,2,4,1438698855885.0
-1752,R1065J,0,2,PETUNIA,Flowers,A,3,9,1438698865246.0
-1702,R1065J,0,2,PETUNIA,Flowers,A,3,9,1438698865246.0
-974,R1065J,0,2,BANJO,Instruments,Z,4,8,1438698877283.0
-1034,R1065J,0,3,TOE,BodyParts,C,3,2,1438698957917.0
1048,R1065J,0,3,EAR,BodyParts,D,4,1,1438698964172.0
1884,R1065J,0,3,EAR,BodyParts,D,4,1,1438698964172.0
-1476,R1065J,0,3,COW,FarmAnimals,C,5,7,1438698967532.0
-1386,R1065J,0,4,CHIMPANZEE,Zoo,C,1,1,1438699045953.0
1398,R1065J,0,4,GIRAFFE,Zoo,B,3,2,1438699051058.0
732,R1065J,0,4,SUNFLOWER,Flowers,C,4,3,1438699054723.0
-1962,R1065J,0,4,JUICE,Beverages,Z,5,5,1438699074178.0
-264,R1065J,0,4,JUICE,Beverages,Z,5,5,1438699074178.0
-276,R1065J,0,5,NIGHTSTAND,Furniture,A,1,5,1438699142636.0
1620,R1065J,0,5,NIGHTSTAND,Furniture,A,1,5,1438699142636.0
-898,R1065J,0,5,FOUNDATION,Building,D,2,8,1438699150453.0
-340,R1065J,0,5,FOUNDATION,Building,D,2,8,1438699150453.0
806,R1065J,0,5,PIGEON,Birds,C,3,1,1438699156304.0
-1248,R1065J,0,5,SEAGULL,Birds,B,4,10,1438699158357.0
106,R1065J,0,5,SEAGULL,Birds,B,4,10,1438699158357.0
-1168,R1065J,0,5,DRESSER,Furniture,Z,5,11,1438699169018.0
-888,R1065J,0,5,DRESSER,Furniture,Z,5,11,1438699169018.0
288,R1065J,0,6,WILLOW,Trees,A,1,4,1438699238477.0
1364,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
1716,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
1026,R1065J,0,6,LEVEL,Tools,C,3,6,1438699250699.0
-1458,R1065J,0,6,SHOVEL,Tools,Z,4,9,1438699254908.0
-966,R1065J,0,6,SHOVEL,Tools,Z,4,9,1438699254908.0
6,R1065J,0,7,MARKER,OfficeSupplies,C,1,12,1438699335369.0
70,R1065J,0,7,MARKER,OfficeSupplies,C,1,12,1438699335369.0
-1062,R1065J,0,7,ERASER,OfficeSupplies,B,2,11,1438699338732.0
1090,R1065J,0,7,ERASER,OfficeSupplies,B,2,11,1438699338732.0
-848,R1065J,0,7,DOLL,Toys,C,3,10,1438699344809.0
-724,R1065J,0,7,DOLL,Toys,C,3,10,1438699344809.0
-1490,R1065J,0,8,BASS,Instruments,C,3,4,1438699442388.0
1588,R1065J,0,8,BASS,Instruments,C,3,4,1438699442388.0
1120,R1065J,0,9,ORANGE,Fruit,A,2,2,1438699534641.0
1230,R1065J,0,9,ORANGE,Fruit,A,2,2,1438699534641.0
1424,R1065J,0,9,ORANGE,Fruit,A,2,2,1438699534641.0
-1022,R1065J,0,9,CORKSCREW,KitchenTools,Z,5,5,1438699546613.0
-478,R1065J,0,9,CORKSCREW,KitchenTools,Z,5,5,1438699546613.0
1926,R1065J,0,10,BUS,Vehicles,C,3,8,1438699635992.0
-1042,R1065J,0,10,TRUCK,Vehicles,D,4,4,1438699638961.0
-726,R1065J,0,10,PAPER,OfficeSupplies,C,5,9,1438699642463.0
-672,R1065J,0,10,PAPER,OfficeSupplies,C,5,9,1438699642463.0
1562,R1065J,0,10,PAPER,OfficeSupplies,C,5,9,1438699642463.0
-206,R1065J,0,10,PEN,OfficeSupplies,Z,6,2,1438699649275.0
510,R1065J,0,11,COLANDER,KitchenTools,D,2,3,1438699727758.0
1744,R1065J,0,11,CAULIFLOWER,Vegetables,C,3,8,1438699731994.0
-2000,R1065J,0,11,POTATO,Vegetables,I,4,2,1438699735755.0
-1110,R1065J,0,12,FOOT,BodyParts,C,1,4,1438699822380.0
-1722,R1065J,0,12,HILLS,Landscapes,Z,4,6,1438699841867.0
-1430,R1065J,0,12,HILLS,Landscapes,Z,4,6,1438699841867.0
-1852,R1065J,0,13,ROOF,Building,A,1,2,1438699918934.0
-1798,R1065J,0,13,PEACH,Fruit,A,2,5,1438699925683.0
344,R1065J,0,13,PEACH,Fruit,A,2,5,1438699925683.0
1666,R1065J,0,13,PEACH,Fruit,A,2,5,1438699925683.0
-1434,R1065J,0,13,FUDGE,Desserts,C,3,8,1438699930332.0
-1876,R1065J,0,14,SPIDER,Insects,A,2,12,1438700023342.0
1712,R1065J,0,15,HEADPHONES,Electronics,C,1,1,1438700115263.0
1528,R1065J,0,15,REFRIGERATOR,Appliances,C,2,4,1438700120915.0
-1312,R1065J,0,15,DRYER,Appliances,Z,3,12,1438700123754.0
1192,R1065J,0,15,DRYER,Appliances,Z,3,12,1438700123754.0
1968,R1065J,0,15,DRYER,Appliances,Z,3,12,1438700123754.0
570,R1065J,0,16,HAND,BodyParts,C,2,12,1438700218393.0
-1432,R1065J,0,16,EYE,BodyParts,C,3,6,1438700220395.0
80,R1065J,0,16,CROW,Birds,Z,6,4,1438700236122.0
-736,R1065J,0,18,LOBSTER,OceanAnimals,A,1,3,1438700406072.0
1254,R1065J,0,18,WASHER,Appliances,C,3,5,1438700412115.0
-1750,R1065J,0,19,DRIZZLE,Weather,D,3,8,1438700513031.0
-838,R1065J,0,20,ROOM,Building,A,1,5,1438700600253.0
-534,R1065J,0,20,ROOM,Building,A,1,5,1438700600253.0
-1808,R1065J,0,20,COMPUTER,Electronics,C,2,3,1438700607283.0
-1364,R1065J,0,20,COMPUTER,Electronics,C,2,3,1438700607283.0
-620,R1065J,0,20,SPEAKER,Electronics,Z,4,4,1438700613734.0
-524,R1065J,0,21,LION,Zoo,A,1,2,1438700698147.0
-128,R1065J,0,21,KNIFE,KitchenTools,C,2,6,1438700703670.0
-1240,R1065J,0,21,BARBIE,Toys,C,3,3,1438700708102.0
946,R1065J,0,21,BARBIE,Toys,C,3,3,1438700708102.0
1196,R1065J,0,21,BARBIE,Toys,C,3,3,1438700708102.0
-1776,R1065J,0,21,FRISBEE,Toys,Z,4,11,1438700710825.0
-1526,R1065J,0,21,FRISBEE,Toys,Z,4,11,1438700710825.0
986,R1065J,0,21,FRISBEE,Toys,Z,4,11,1438700710825.0
1342,R1065J,0,22,JELLYFISH,OceanAnimals,C,1,10,1438700796088.0
1444,R1065J,0,22,WINE,Beverages,Z,2,4,1438700802667.0
1928,R1065J,0,23,DRESS,Clothing,C,1,10,1438700892309.0
-1272,R1065J,0,23,WHALE,OceanAnimals,C,2,7,1438700897697.0
-1796,R1065J,0,24,STRAWBERRY,Fruit,C,1,4,1438700989412.0
808,R1065J,0,24,STRAWBERRY,Fruit,C,1,4,1438700989412.0
-1264,R1065J,0,24,CHERRY,Fruit,D,2,11,1438700991484.0
162,R1065J,0,24,BROCCOLI,Vegetables,C,3,6,1438700994508.0
1488,R1065J,0,24,CELERY,Vegetables,Z,5,10,1438700999068.0
-1456,R1065J,0,25,MICROWAVE,Electronics,A,3,5,1438701097332.0
-468,R1065J,0,1,SHIRT,Clothing,A,1,1,1438698751971.0
-120,R1065J,0,1,TABLE,Furniture,C,3,3,1438698759141.0
1384,R1065J,0,1,BED,Furniture,D,5,12,1438698765136.0
1756,R1065J,0,1,BED,Furniture,D,5,12,1438698765136.0
264,R1065J,0,1,PANTS,Clothing,D,6,7,1438698770035.0
-182,R1065J,0,1,LIGHTNING,Weather,A,7,10,1438698774673.0
44,R1065J,0,1,LIGHTNING,Weather,A,7,10,1438698774673.0
-1148,R1065J,0,2,PETUNIA,Flowers,A,3,9,1438698865246.0
-706,R1065J,0,2,PETUNIA,Flowers,A,3,9,1438698865246.0
-540,R1065J,0,2,PETUNIA,Flowers,A,3,9,1438698865246.0
1210,R1065J,0,2,PETUNIA,Flowers,A,3,9,1438698865246.0
-1690,R1065J,0,2,BANJO,Instruments,Z,4,8,1438698877283.0
-572,R1065J,0,2,BANJO,Instruments,Z,4,8,1438698877283.0
102,R1065J,0,2,BANJO,Instruments,Z,4,8,1438698877283.0
130,R1065J,0,2,BANJO,Instruments,Z,4,8,1438698877283.0
-1118,R1065J,0,3,STOVE,Appliances,C,1,11,1438698948528.0
-1058,R1065J,0,3,STOVE,Appliances,C,1,11,1438698948528.0
1100,R1065J,0,3,STOVE,Appliances,C,1,11,1438698948528.0
-914,R1065J,0,3,IRON,Appliances,D,2,6,1438698951652.0
648,R1065J,0,3,IRON,Appliances,D,2,6,1438698951652.0
-1024,R1065J,0,3,TOE,BodyParts,C,3,2,1438698957917.0
-942,R1065J,0,3,TOE,BodyParts,C,3,2,1438698957917.0
-230,R1065J,0,3,TOE,BodyParts,C,3,2,1438698957917.0
788,R1065J,0,4,SUNFLOWER,Flowers,C,4,3,1438699054723.0
1070,R1065J,0,4,SUNFLOWER,Flowers,C,4,3,1438699054723.0
46,R1065J,0,4,JUICE,Beverages,Z,5,5,1438699074178.0
1668,R1065J,0,5,NIGHTSTAND,Furniture,A,1,5,1438699142636.0
-968,R1065J,0,5,DRESSER,Furniture,Z,5,11,1438699169018.0
-498,R1065J,0,5,DRESSER,Furniture,Z,5,11,1438699169018.0
1182,R1065J,0,5,DRESSER,Furniture,Z,5,11,1438699169018.0
218,R1065J,0,6,WILLOW,Trees,A,1,4,1438699238477.0
-1564,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
-978,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
-342,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
1768,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
1834,R1065J,0,6,LADYBUG,Insects,A,2,1,1438699243196.0
-1418,R1065J,0,6,LEVEL,Tools,C,3,6,1438699250699.0
94,R1065J,0,6,LEVEL,Tools,C,3,6,1438699250699.0
726,R1065J,0,6,LEVEL,Tools,C,3,6,1438699250699.0
1576,R1065J,0,7,MARKER,OfficeSupplies,C,1,12,1438699335369.0
-1786,R1065J,0,7,ERASER,OfficeSupplies,B,2,11,1438699338732.0
212,R1065J,0,7,ERASER,OfficeSupplies,B,2,11,1438699338732.0
1102,R1065J,0,7,ERASER,OfficeSupplies,B,2,11,1438699338732.0
-306,R1065J,0,7,DOLL,Toys,C,3,10,1438699344809.0
1420,R1065J,0,7,DOLL,Toys,C,3,10,1438699344809.0
-62,R1065J,0,7,PUZZLE,Toys,Z,4,1,1438699348429.0
-1464,R1065J,0,8,BASS,Instruments,C,3,4,1438699442388.0
-336,R1065J,0,8,BASS,Instruments,C,3,4,1438699442388.0
-1492,R1065J,0,9,ORANGE,Fruit,A,2,2,1438699534641.0
-378,R1065J,0,9,BLUEBERRY,Fruit,D,3,9,1438699538477.0
1478,R1065J,0,9,BLUEBERRY,Fruit,D,3,9,1438699538477.0
1730,R1065J,0,9,BLUEBERRY,Fruit,D,3,9,1438699538477.0
600,R1065J,0,10,SPRUCE,Trees,C,1,12,1438699628146.0
1636,R1065J,0,10,JEEP,Vehicles,C,2,3,1438699633756.0
-600,R1065J,0,10,BUS,Vehicles,C,3,8,1438699635992.0
462,R1065J,0,10,TRUCK,Vehicles,D,4,4,1438699638961.0
1980,R1065J,0,10,TRUCK,Vehicles,D,4,4,1438699638961.0
-1522,R1065J,0,10,PAPER,OfficeSupplies,C,5,9,1438699642463.0
1886,R1065J,0,10,PAPER,OfficeSupplies,C,5,9,1438699642463.0
-524,R1065J,0,10,PEN,OfficeSupplies,Z,6,2,1438699649275.0
706,R1065J,0,10,PEN,OfficeSupplies,Z,6,2,1438699649275.0
-1084,R1065J,0,11,STRAINER,KitchenTools,C,1,12,1438699725712.0
1974,R1065J,0,11,STRAINER,KitchenTools,C,1,12,1438699725712.0
-72,R1065J,0,11,COLANDER,KitchenTools,D,2,3,1438699727758.0
-686,R1065J,0,11,CAULIFLOWER,Vegetables,C,3,8,1438699731994.0
908,R1065J,0,11,CAULIFLOWER,Vegetables,C,3,8,1438699731994.0
1136,R1065J,0,11,CAULIFLOWER,Vegetables,C,3,8,1438699731994.0
1990,R1065J,0,11,CAULIFLOWER,Vegetables,C,3,8,1438699731994.0
-1770,R1065J,0,11,POTATO,Vegetables,I,4,2,1438699735755.0
102,R1065J,0,11,POTATO,Vegetables,I,4,2,1438699735755.0
1680,R1065J,0,11,DESK,Furniture,Z,5,6,1438699745333.0
-1404,R1065J,0,12,FOOT,BodyParts,C,1,4,1438699822380.0
-314,R1065J,0,12,BUTTERFLY,Insects,A,2,2,1438699831307.0
-170,R1065J,0,12,HILLS,Landscapes,Z,4,6,1438699841867.0
-70,R1065J,0,12,HILLS,Landscapes,Z,4,6,1438699841867.0
-248,R1065J,0,13,PEACH,Fruit,A,2,5,1438699925683.0
678,R1065J,0,14,COFFEE,Beverages,C,1,6,1438700017318.0
784,R1065J,0,14,COFFEE,Beverages,C,1,6,1438700017318.0
1004,R1065J,0,14,COFFEE,Beverages,C,1,6,1438700017318.0
1592,R1065J,0,14,SPIDER,Insects,A,2,12,1438700023342.0
-856,R1065J,0,14,BEE,Insects,Z,3,11,1438700025790.0
1056,R1065J,0,14,BEE,Insects,Z,3,11,1438700025790.0
-1454,R1065J,0,15,HEADPHONES,Electronics,C,1,1,1438700115263.0
1138,R1065J,0,15,HEADPHONES,Electronics,C,1,1,1438700115263.0
1198,R1065J,0,15,REFRIGERATOR,Appliances,C,2,4,1438700120915.0
-1640,R1065J,0,15,DRYER,Appliances,Z,3,12,1438700123754.0
996,R1065J,0,15,DRYER,Appliances,Z,3,12,1438700123754.0
-1792,R1065J,0,16,BIRCH,Trees,C,1,2,1438700212602.0
-1334,R1065J,0,16,BIRCH,Trees,C,1,2,1438700212602.0
-130,R1065J,0,16,BIRCH,Trees,C,1,2,1438700212602.0
472,R1065J,0,16,EYE,BodyParts,C,3,6,1438700220395.0
-544,R1065J,0,16,FINCH,Birds,C,4,7,1438700224403.0
744,R1065J,0,16,CROW,Birds,Z,6,4,1438700236122.0
-1670,R1065J,0,17,HUMIDITY,Weather,C,1,12,1438700308414.0
-644,R1065J,0,17,HUMIDITY,Weather,C,1,12,1438700308414.0
1106,R1065J,0,18,FREEZER,Appliances,Z,4,10,1438700416193.0
298,R1065J,0,19,HEN,FarmAnimals,C,1,10,1438700503030.0
-452,R1065J,0,19,DRIZZLE,Weather,D,3,8,1438700513031.0
520,R1065J,0,19,DRIZZLE,Weather,D,3,8,1438700513031.0
